"","State","Location.Code","Education","Gender","Coverage","EmploymentStatus","Income","Marital.Status","Monthly.Premium.Auto","No.Of.Open.Complaints","No.Of.Policies","Renew.Offer.Type","Vehicle.Class","Customer.Lifetime.Value","Vehicle.Size","Policy","Policy.Type","Sales.Channel","Total.Claims.Amount","Monthly.Since.Last.Claims","Months.Since.Policy.Inception","Response","predictedvalues"
"487","3","2","1","1","3","1",39032,"2",198,0,7,"1","3",15762.60349,"2","6","2","2",950.4,31,15,"1",14314.96803942
"488","5","3","1","1","1","1",34927,"2",70,0,1,"4","1",2787.539793,"1","5","2","4",242.491357,5,2,"1",2784.53700273333
"489","5","1","2","2","1","1",31535,"1",70,0,1,"4","2",2713.36798,"2","5","2","3",90.525716,27,46,"1",2760.21997824667
"490","1","2","2","2","2","2",0,"1",87,0,1,"2","2",3189.66703,"2","5","2","3",760.428495,6,3,"1",2958.21213173417
"491","3","2","3","2","2","2",0,"1",83,1,2,"2","2",8663.497618,"2","2","1","1",398.4,18,90,"1",13275.1126595328
"492","3","3","3","1","1","1",60228,"3",112,1,2,"1","3",21504.3388,"2","5","2","1",286.102971,23,28,"1",17720.1039902747
"493","5","2","3","2","1","1",45106,"2",73,0,2,"2","2",17476.64139,"2","5","2","1",350.4,22,21,"1",10470.5708672875
"494","4","2","3","1","1","1",79507,"2",70,3,1,"2","1",2754.45676,"2","6","2","2",442.199439,7,17,"1",2809.48521302667
"495","4","2","2","1","1","4",13610,"2",74,0,1,"4","2",2827.43885,"1","6","2","1",355.2,7,64,"1",2812.73035324417
"496","5","2","1","2","1","2",0,"3",65,0,1,"1","2",2392.13114,"1","3","1","3",361.181122,11,62,"1",2336.41350760583
"497","3","2","3","1","3","1",58842,"2",110,0,1,"2","2",4362.931238,"2","5","2","3",528,6,74,"2",4352.446428145
"498","1","1","3","2","1","4",23285,"2",65,0,7,"2","1",4942.630606,"2","5","2","4",118.446235,30,22,"1",5072.30832373
"499","5","1","5","1","1","1",99443,"2",117,4,5,"3","3",9189.518267,"2","5","2","3",228.049424,6,6,"1",9449.44426023
"500","1","2","1","1","2","2",0,"1",242,0,2,"1","4",26199.5401416,"2","4","2","3",1742.4,1,34,"1",22153.083643785
"501","3","3","4","1","3","1",44661,"2",101,0,1,"3","1",4053.373793,"2","6","2","1",436.836944,2,1,"1",4076.52659727083
"502","3","2","5","1","2","1",31278,"2",92,4,1,"1","1",3528.044252,"2","6","2","3",441.6,24,95,"2",3528.96327392
"503","4","2","3","2","1","1",31364,"2",74,0,3,"2","2",5828.1822,"3","6","2","4",461.269135,28,47,"1",5882.5261811725
"504","4","3","5","2","1","2",0,"2",107,0,2,"1","3",12097.91224,"1","6","2","3",271.014511,18,79,"1",20064.5191283733
"505","5","3","2","2","1","1",77601,"2",71,0,6,"3","1",5719.088678,"3","6","2","3",276.640352,27,48,"1",5617.653319755
"506","3","1","3","2","1","1",63147,"2",64,0,4,"1","2",5126.038871,"2","5","2","1",87.565229,1,91,"1",5142.05908915
"507","2","2","1","2","3","1",34337,"2",113,0,9,"2","2",9035.671134,"1","3","1","4",542.4,20,44,"2",8950.43596990833
"508","5","2","1","2","2","4",22439,"2",98,0,1,"1","2",3766.366587,"2","5","2","1",470.4,30,63,"1",3789.935831715
"509","4","3","4","2","1","1",50979,"2",61,1,1,"1","1",2456.816647,"2","5","2","3",262.842655,25,45,"1",2587.06013286083
"510","5","2","3","1","2","4",20978,"2",98,1,1,"2","2",3508.569533,"3","4","2","3",1176.2788,19,96,"2",3552.78647787167
"511","5","2","3","1","2","1",58414,"1",210,2,1,"2","5",7840.165778,"3","8","3","1",1008,7,24,"2",7806.34675509833
"512","1","3","3","2","1","1",99790,"1",64,0,2,"3","2",17786.2778,"2","6","2","2",178.986788,24,8,"1",10921.294493125
"513","4","2","1","1","1","3",21159,"2",73,0,2,"2","2",19378.9078,"2","5","2","3",350.4,35,14,"1",13254.5459776533
"514","1","2","1","1","2","1",21499,"2",135,1,3,"2","3",10515.96779,"2","3","1","3",648,34,28,"1",10046.4846953667
"515","2","3","1","1","3","1",77563,"2",143,0,1,"4","6",5821.684337,"2","4","2","2",545.999699,35,58,"1",5561.27116509083
"516","2","2","3","2","2","1",33415,"3",78,0,1,"2","2",3095.803437,"2","6","2","3",374.4,15,44,"1",3270.1963721925
"517","5","2","2","2","2","1",20179,"2",133,1,5,"3","3",10598.54249,"2","3","1","1",638.4,29,0,"1",10467.7696026017
"518","5","2","3","2","1","4",25370,"2",102,0,2,"1","6",11638.89947,"1","6","2","3",489.6,10,77,"2",13203.3626714113
"519","5","2","2","2","1","2",0,"1",73,3,5,"1","1",4462.997006,"2","9","3","4",350.4,35,52,"2",4690.79851834
"520","3","3","3","2","1","1",45768,"2",73,0,1,"1","1",2931.155192,"2","5","2","1",191.934494,33,27,"1",2850.09007313917
"521","5","2","2","2","1","2",0,"2",64,0,7,"2","2",4774.751709,"3","5","2","1",307.2,34,47,"1",4578.28378963667
"522","3","2","3","2","1","1",83640,"2",70,0,4,"2","1",5689.644114,"2","3","1","3",471.050488,20,13,"1",5585.25052731417
"523","5","2","2","1","1","2",0,"2",111,0,1,"1","3",3992.583886,"1","4","2","2",700.349052,35,68,"1",3916.865474125
"524","5","2","1","1","1","1",30366,"1",101,2,3,"1","3",7704.95848,"2","5","2","3",484.8,25,13,"1",8168.06540520667
"525","2","2","3","1","1","1",51789,"3",70,0,1,"4","2",2750.705045,"1","5","2","2",336,8,34,"1",2792.10487452333
"526","4","2","2","1","1","5",18608,"3",71,0,1,"2","2",2538.62632,"2","3","1","4",340.8,13,24,"2",2589.00894473083
"527","5","1","3","2","1","1",44762,"2",62,0,6,"1","2",4943.386117,"2","3","1","3",114.51444,14,11,"1",5164.49968901333
"528","4","2","1","1","3","2",0,"1",108,0,1,"2","2",3810.238281,"2","5","2","3",777.6,7,57,"1",4466.78255397083
"529","5","2","3","1","2","2",0,"1",88,0,2,"3","2",9392.557553,"2","6","2","3",851.146266,4,52,"1",11896.9754917647
"530","4","3","1","2","2","1",81850,"1",132,0,1,"1","6",5275.056933,"2","6","2","2",429.860895,1,75,"1",5352.18993368083
"531","4","1","1","2","2","1",77135,"3",84,3,8,"2","2",6514.430592,"2","6","2","4",98.372265,3,37,"1",6690.29769697333
"532","2","2","2","1","1","2",0,"3",61,0,2,"1","1",6355.678846,"2","8","3","3",292.8,25,79,"1",11005.1265365625
"533","4","2","2","2","1","4",15616,"2",114,1,2,"1","3",13269.59942,"2","5","2","1",547.2,20,96,"1",22223.1171119767
"534","5","2","2","2","1","1",56516,"2",199,0,2,"2","5",26199.5401416,"2","6","2","2",955.2,26,46,"1",25526.8027910383
"535","4","2","3","2","1","1",63422,"2",66,0,1,"2","2",2637.942355,"3","4","2","2",355.922452,8,68,"1",2591.4556919925
"536","5","2","1","2","2","3",22081,"2",84,0,6,"1","1",6503.397049,"3","6","2","1",451.670309,1,9,"2",6925.9410303575
"537","2","3","3","1","2","1",62873,"3",81,0,1,"2","2",3230.576665,"2","7","3","2",207.75186,0,41,"2",3234.15241895333
"538","4","2","3","1","1","3",21102,"2",100,0,2,"1","3",11714.78278,"2","5","2","1",480,0,81,"1",20931.005306366
"539","5","1","2","1","1","1",81410,"3",119,0,7,"1","3",9567.711298,"2","5","2","3",221.188327,8,86,"1",9393.78148628333
"540","4","2","2","2","1","1",56455,"2",73,2,8,"1","2",5737.233278,"3","4","2","1",350.4,17,5,"1",5797.380519375
"541","5","2","2","1","1","1",35095,"3",73,0,2,"2","1",16979.79757,"3","9","3","2",525.6,25,56,"2",15997.6006708492
"542","2","2","3","1","1","1",85753,"2",66,1,8,"1","2",5285.079293,"3","8","3","3",316.8,23,14,"1",5237.267473245
"543","5","2","3","1","3","2",0,"1",165,2,1,"1","3",5179.55248,"1","5","2","1",1188,29,6,"1",5711.58653898167
"544","5","2","1","1","1","1",35637,"2",68,0,9,"3","2",5377.014781,"2","4","2","3",326.4,13,11,"1",5322.17583435083
"545","2","2","2","1","1","1",25632,"2",63,0,7,"2","1",4929.549699,"2","3","1","2",351.270869,27,52,"2",4952.1091060375
"546","5","2","3","1","2","2",0,"1",137,0,4,"1","3",9490.406534,"2","2","1","3",657.6,34,77,"1",9766.19540799083
"547","2","2","3","2","1","5",21073,"3",106,1,3,"1","3",7805.31287,"3","5","2","1",508.8,25,54,"2",7855.08634519417
"548","4","2","3","1","1","1",24409,"2",62,0,1,"4","2",2427.770513,"3","2","1","1",297.6,4,13,"1",2377.12792187417
"549","5","2","4","2","1","1",62537,"3",71,1,1,"1","1",2811.956395,"2","5","2","3",354.199664,19,64,"1",2863.02926032917
"550","2","2","2","2","2","1",43478,"2",80,0,9,"1","2",6446.918637,"2","4","2","3",384,27,79,"1",6170.68809493833
"551","4","2","2","2","2","1",46503,"3",215,1,1,"1","5",8427.172486,"2","3","1","1",1032,4,21,"2",8562.36571940167
"552","5","2","1","2","1","2",0,"1",63,0,1,"2","2",2175.624856,"2","6","2","3",453.6,5,79,"1",2224.202221145
"553","2","2","2","2","2","2",0,"1",99,1,4,"1","2",6699.222525,"2","1","1","2",699.67536,21,35,"1",6806.33005562917
"554","4","1","1","2","3","1",26026,"1",116,1,1,"3","1",4369.041685,"2","6","2","1",283.670312,1,76,"1",4540.49174190667
"555","1","2","2","2","1","2",0,"2",72,0,8,"1","2",5345.994644,"2","6","2","1",345.6,6,67,"1",5101.35447473417
"556","4","2","2","2","1","2",0,"1",70,0,9,"1","2",4774.747415,"2","4","2","2",336,20,81,"1",5096.1059078625
"557","4","3","5","2","1","1",97785,"1",73,0,2,"1","1",14727.50526,"2","4","2","2",236.614219,35,36,"1",17237.3005848163
"558","4","1","4","1","2","1",21020,"3",80,0,4,"4","2",6185.337641,"2","2","1","3",178.371281,1,36,"1",6356.76471324083
"559","1","2","2","2","2","2",0,"1",84,0,1,"1","1",3021.938522,"2","4","2","3",700.725788,26,37,"1",2928.59941679
"560","1","2","4","1","2","5",16224,"2",93,0,9,"3","2",7031.463693,"2","1","1","4",498.452698,13,55,"1",7573.7804861475
"561","3","2","2","1","1","1",63800,"2",113,0,4,"1","3",9050.756606,"2","6","2","3",542.4,9,43,"1",8895.22752551
"562","5","1","3","1","2","1",29598,"1",87,0,2,"4","1",9875.092794,"2","4","2","2",150.926696,2,70,"1",13289.2771091527
"563","4","2","2","1","1","1",22697,"3",186,1,8,"1","5",14318.44839,"2","3","1","4",892.8,35,39,"1",14338.360139565
"564","5","1","2","1","1","1",70174,"2",64,0,7,"1","2",5107.071054,"2","5","2","1",128.90032,18,80,"1",5031.81830296417
"565","3","2","1","2","1","2",0,"1",65,0,3,"3","2",4722.237214,"2","5","2","1",655.489027,29,32,"1",4705.10976016
"566","3","1","1","1","2","1",46298,"3",88,3,4,"1","2",6503.219978,"2","1","1","1",128.292466,11,82,"1",6940.724981035
"567","2","2","3","1","1","1",48029,"2",61,0,9,"3","2",4809.21696,"2","3","1","1",292.8,7,52,"1",5108.16583561917
"568","1","3","3","2","2","1",86830,"1",123,0,3,"1","3",9696.548818,"2","5","2","1",480.533246,18,5,"1",9645.64232364166
"569","2","2","3","2","2","2",0,"2",77,0,2,"1","1",8709.321889,"2","6","2","1",509.100577,29,21,"1",12285.98037037
"570","5","3","1","2","1","1",69231,"2",65,0,9,"2","2",5233.949019,"2","4","2","1",193.243084,19,7,"1",5134.43328653333
"571","2","3","1","2","1","4",16171,"2",74,0,4,"1","2",5652.72374,"2","3","1","1",311.004168,8,36,"1",5527.03489419667
"572","2","2","3","1","1","1",51397,"1",61,0,1,"1","2",2345.262087,"2","6","2","3",292.8,20,61,"1",2448.1552166075
"573","5","2","3","2","2","1",63267,"1",92,0,8,"1","2",7247.206475,"2","4","2","1",530.340202,22,31,"1",7155.3939433975
"574","1","2","2","1","1","3",13103,"2",72,0,7,"1","2",5384.671725,"2","5","2","1",458.003651,21,32,"1",5080.82069207667
"575","5","2","2","2","2","1",46503,"3",215,1,1,"1","5",8427.172486,"2","4","2","1",1032,4,21,"2",8522.684228635
"576","1","1","4","1","1","1",73196,"2",66,1,1,"2","2",2654.380994,"1","5","2","4",85.809817,0,93,"1",2605.21853010667
"577","5","2","1","2","1","1",22236,"1",62,0,4,"1","1",4876.315707,"2","5","2","1",409.425049,3,45,"1",4885.74946118667
"578","1","2","4","2","1","1",97131,"2",64,0,6,"2","2",5181.620895,"3","4","2","1",307.2,5,80,"2",5037.2878041275
"579","4","2","3","2","1","1",67760,"2",74,0,3,"4","2",5947.215835,"2","9","3","3",465.278453,19,19,"1",5867.34483838333
"580","2","3","3","1","3","1",49214,"2",102,3,2,"1","2",15638.57599,"2","2","1","1",371.322406,0,82,"1",15215.03333867
"581","4","3","3","2","1","1",41968,"2",67,0,1,"1","2",2680.900678,"2","3","1","1",183.207703,11,96,"1",2633.71053135083
"582","1","2","1","1","2","1",48258,"2",249,0,2,"1","4",26199.5401416,"2","4","2","3",1195.2,12,86,"1",23866.799515932
"583","4","2","2","2","1","2",0,"2",65,0,1,"1","2",2388.949198,"3","5","2","1",455.644704,8,5,"1",2363.28830607833
"584","4","1","2","2","1","1",96917,"2",61,0,2,"4","2",17263.64048,"2","9","3","4",71.942176,24,2,"1",14514.9450962383
"585","5","2","3","2","1","1",53219,"2",117,0,1,"1","3",4673.196379,"2","3","1","2",561.6,24,36,"1",4698.2598413425
"586","1","1","4","2","2","1",35984,"2",128,3,1,"2","3",5039.869278,"2","6","2","2",275.577631,7,68,"1",5088.74194826
"587","3","2","3","1","1","2",0,"1",73,0,3,"1","2",4931.258363,"3","6","2","1",525.6,24,47,"1",5231.7045547275
"588","3","1","1","1","1","1",86834,"1",64,0,8,"4","2",5004.135361,"2","1","1","1",0.099007,2,93,"1",5165.2354670425
"589","2","1","1","1","1","1",47746,"2",106,0,1,"2","3",4260.765808,"2","5","2","1",246.696768,9,4,"1",4298.96608721083
"590","5","2","3","1","3","1",51675,"2",196,0,5,"1","6",15477.27854,"2","1","1","3",940.8,11,86,"1",15169.3212999917
"591","5","3","3","1","1","1",85522,"2",64,0,3,"4","2",5126.836814,"2","5","2","3",165.002742,1,56,"1",5080.40647176583
"592","4","3","2","1","2","1",55632,"1",123,0,7,"1","3",9775.816061,"2","5","2","1",478.609999,35,98,"1",9535.97682466917
"593","3","2","1","1","2","2",0,"1",93,0,2,"3","2",20534.39224,"3","9","3","1",669.6,24,25,"1",15192.0948706945
"594","4","2","3","2","1","1",59456,"2",189,0,8,"2","4",15031.5645,"1","6","2","2",907.2,11,7,"1",15793.5953882767
"595","5","3","2","2","1","1",88989,"2",63,1,3,"3","2",5055.902381,"3","6","2","2",232.745161,19,28,"1",5065.16331654833
"596","5","1","3","1","1","1",37256,"2",62,0,2,"1","2",9816.528302,"2","2","1","3",128.969729,15,7,"2",10516.9110747967
"597","4","1","2","2","2","1",35158,"2",76,0,2,"4","2",15025.19126,"2","6","2","3",165.958605,14,27,"1",13892.8857857222
"598","2","2","1","1","1","3",18746,"2",68,0,1,"2","2",2590.214327,"1","5","2","3",326.4,21,93,"1",2561.8951012225
"599","5","2","3","1","2","1",24919,"2",84,1,5,"2","2",6532.010543,"3","6","2","2",420.420755,21,2,"1",6316.95907729167
"600","2","2","1","2","1","1",46370,"2",68,1,1,"2","1",2702.380487,"2","4","2","4",326.4,28,86,"1",2702.38609486333
"601","4","2","1","2","2","1",37138,"1",85,0,1,"1","1",3347.028677,"2","5","2","3",612,4,13,"1",3256.3248543675
"602","5","2","3","2","1","1",26472,"2",74,0,1,"2","2",2965.71995,"2","4","2","3",355.2,22,31,"1",2868.62470552167
"603","5","2","1","1","1","1",20870,"3",72,0,2,"3","2",8400.788878,"2","5","2","1",345.6,20,90,"1",13167.3435000458
"604","3","2","1","2","1","1",66900,"2",68,0,1,"4","2",2729.126448,"3","5","2","3",326.4,15,20,"1",2744.67276901333
"605","5","2","2","1","1","1",33305,"2",62,0,5,"1","2",4908.207958,"3","8","3","2",353.77899,3,12,"1",5462.93190140417
"606","2","1","2","2","1","1",88249,"1",108,0,2,"1","3",13094.60875,"1","6","2","1",244.803741,9,71,"1",16846.3071876083
"607","1","2","4","1","1","1",54585,"2",71,1,3,"3","1",5719.785738,"3","5","2","2",340.8,33,39,"1",5637.17594968167
"608","5","2","1","2","1","1",76448,"2",63,0,3,"3","2",5111.304579,"2","6","2","4",302.4,9,13,"1",5056.83199435333
"609","5","2","1","1","2","2",0,"2",91,0,2,"3","2",9801.287358,"3","3","1","1",436.8,33,38,"1",14082.3529382733
"610","2","1","1","2","1","1",94242,"2",71,1,2,"1","2",8595.982289,"2","4","2","1",41.229484,35,7,"1",15198.9884757467
"611","5","2","4","2","1","3",23726,"3",74,0,9,"1","2",5714.165863,"3","1","1","2",355.2,1,83,"1",5813.3755555875
"612","4","2","2","2","2","4",13037,"2",124,0,1,"2","3",4726.869327,"3","4","2","1",839.348464,28,49,"2",4717.86120537083
"613","2","2","3","1","1","3",24245,"2",63,0,2,"1","1",7079.790277,"1","3","1","1",302.4,0,22,"1",10846.0882310442
"614","4","3","1","2","1","1",37640,"3",67,0,4,"1","1",5284.312599,"2","5","2","2",174.046849,25,74,"1",5307.96233276833
"615","1","1","1","2","2","1",45473,"2",76,0,2,"4","1",26199.5401416,"2","8","3","3",188.938397,10,29,"1",11502.2143314508
"616","4","3","2","1","1","1",63455,"3",61,0,1,"1","1",2404.917967,"2","6","2","3",287.654819,26,71,"1",2548.71083623333
"617","5","3","2","1","1","1",62470,"2",66,0,4,"3","1",5325.394799,"2","6","2","1",243.766542,34,84,"1",5257.66640700833
"618","2","2","2","1","1","1",55281,"2",192,1,1,"1","5",7605.637524,"2","6","2","1",921.6,22,68,"1",7711.52006349917
"619","2","2","3","2","2","1",22985,"2",77,0,1,"2","2",3065.365332,"3","7","3","1",458.056054,4,65,"1",2912.93926541917
"620","5","1","3","2","2","1",39608,"2",78,1,7,"2","2",6245.575806,"2","3","1","1",22.961216,14,15,"1",6112.12474364667
"621","4","2","3","1","2","1",43704,"2",201,0,2,"1","5",24178.68478,"2","6","2","3",1064.482165,29,67,"1",25055.3248024407
"622","4","1","5","1","1","1",40175,"3",102,1,1,"3","3",3954.538361,"2","4","2","3",154.721555,34,78,"1",3986.94004855583
"623","3","2","1","2","1","2",0,"1",74,0,5,"2","1",5158.648497,"2","4","2","1",588.936956,24,98,"1",6230.5410308125
"624","4","2","3","1","1","2",0,"1",69,1,1,"4","1",2276.392936,"3","6","2","2",624.980751,34,13,"1",2375.40628642167
"625","2","3","2","1","1","1",44537,"2",106,0,1,"3","6",4247.683347,"3","2","1","3",441.907057,13,42,"1",4240.3789291825
"626","1","3","3","2","1","1",73245,"2",68,0,2,"3","2",8214.602384,"2","6","2","3",305.121363,33,48,"1",9831.04681472083
"627","5","2","1","1","1","2",0,"1",61,0,3,"1","2",4446.738622,"2","4","2","3",616.279356,32,42,"1",4561.47974627083
"628","4","2","2","1","1","1",74365,"3",193,0,1,"1","4",7769.841954,"3","1","1","2",926.4,11,85,"1",8285.28619141
"629","4","3","4","1","1","1",55836,"2",73,0,7,"1","2",5875.038074,"2","6","2","4",314.936185,8,87,"1",5808.7058876975
"630","5","1","3","2","3","1",47747,"3",111,0,1,"3","1",4379.770178,"2","6","2","4",165.588524,31,76,"1",4438.47685558417
"631","4","2","2","1","2","4",16113,"2",81,0,2,"2","2",20885.55547,"3","2","1","4",494.890996,27,19,"1",13328.9860522142
"632","5","1","4","1","1","1",37722,"1",116,0,8,"1","6",9075.768214,"2","4","2","1",158.077504,8,23,"2",9085.26089882833
"633","4","1","2","2","1","4",13393,"2",73,0,1,"2","2",2869.301319,"2","6","2","3",34.708194,31,11,"1",2723.5038962475
"634","5","1","3","2","1","1",58419,"2",191,0,1,"4","4",7764.273102,"2","5","2","2",202.468807,29,6,"1",7615.35782102
"635","5","2","3","2","3","1",75606,"2",119,0,7,"1","2",9581.281433,"2","6","2","4",571.2,6,97,"1",8916.37722291666
"636","2","1","2","1","2","1",41458,"1",98,0,3,"3","2",7532.262392,"2","6","2","1",191.100227,6,67,"1",7719.6738593125
"637","5","3","5","1","2","1",41273,"2",77,0,1,"2","2",3087.249746,"2","6","2","2",221.226696,16,19,"1",3065.62982839083
"638","4","1","2","1","1","1",99180,"2",106,0,3,"3","3",8543.247323,"3","4","2","3",33.751887,15,20,"1",8544.20074223917
"639","5","2","3","2","1","1",55350,"2",67,0,9,"1","2",5380.898636,"2","4","2","1",321.6,0,13,"2",5365.8894305925
"640","5","2","3","1","1","5",28215,"1",65,0,3,"1","1",4650.063763,"2","6","2","1",468,15,26,"2",4656.11716923417
"641","3","2","3","2","1","1",75425,"3",116,1,2,"2","6",26199.5401416,"2","6","2","2",663.643801,25,88,"1",17742.72909262
"642","3","2","1","2","2","1",37995,"2",139,0,1,"1","3",5597.12496,"2","6","2","3",667.2,16,50,"2",5529.34898934833
"643","5","1","3","1","1","1",53357,"2",73,0,1,"2","2",2939.330187,"2","6","2","2",55.320014,4,77,"1",2901.99330607833
"644","4","2","3","1","1","1",52380,"2",186,2,1,"1","5",7360.873696,"3","5","2","2",892.8,27,76,"1",7615.576386365
"645","5","3","3","1","1","1",92606,"2",109,0,3,"2","3",8711.302422,"2","9","3","3",287.437831,26,75,"1",8729.971218755
"646","3","2","3","1","1","1",95419,"2",70,3,2,"3","2",8268.272933,"2","6","2","4",336,6,61,"1",10173.7260826892
"647","5","2","3","1","1","1",70082,"2",119,0,1,"1","3",4743.615503,"3","5","2","4",571.2,17,23,"1",4712.89264808
"648","2","2","1","2","2","1",24930,"2",76,0,2,"1","2",21205.37785,"2","6","2","3",364.8,7,16,"1",11610.0256952833
"649","2","1","2","2","2","1",60078,"2",127,0,3,"3","3",10213.99111,"2","1","1","3",140.819942,23,60,"1",10074.7774708175
"650","5","2","3","1","1","2",0,"1",67,0,3,"1","1",4547.162694,"2","4","2","2",321.6,26,4,"1",4622.6511067725
"651","2","2","2","1","1","2",0,"1",73,0,1,"2","2",2388.353882,"2","4","2","4",677.970934,12,84,"1",2421.73090566917
"652","5","2","2","2","1","1",23803,"2",72,0,1,"4","1",2871.437451,"3","2","1","3",410.548521,11,90,"1",2740.9378556975
"653","5","2","3","1","2","2",0,"3",124,0,2,"1","3",13080.78528,"3","8","3","4",595.2,12,58,"1",16555.4610558583
"654","3","2","2","1","2","1",65252,"3",78,0,9,"2","2",6091.89923,"2","6","2","3",482.48791,27,75,"1",6076.34574815667
"655","1","2","1","2","2","2",0,"1",76,0,6,"3","1",5775.517825,"3","4","2","2",784.611446,20,17,"1",5582.43217798
"656","5","3","3","1","1","1",31617,"1",62,1,1,"1","2",2347.048112,"3","4","2","1",244.269407,17,29,"1",2462.3555027775
"657","5","2","1","2","1","2",0,"2",62,1,2,"2","2",6940.069184,"2","3","1","3",297.6,31,30,"1",11302.826047245
"658","4","3","3","2","1","2",0,"2",62,0,9,"3","2",4529.112791,"2","9","3","1",271.164139,22,57,"1",4550.0096593175
"659","5","3","2","1","1","1",78618,"3",66,0,1,"1","1",2619.337376,"2","6","2","1",225.578841,7,56,"2",2614.6063317775
"660","4","1","2","1","1","1",82664,"2",114,3,9,"2","3",8838.085637,"2","3","1","1",133.425609,24,10,"2",8842.17180362
"661","1","3","4","1","2","2",0,"2",80,0,1,"1","2",2993.024583,"2","3","1","3",286.115778,28,97,"1",3256.72173505417
"662","3","1","5","2","3","2",0,"2",110,0,9,"1","2",8395.806331,"2","4","2","1",161.092415,22,72,"1",7829.53180108583
"663","1","2","2","2","1","3",23815,"2",73,0,2,"2","2",8257.666512,"2","4","2","2",424.330166,4,47,"2",8000.28421208833
"664","4","3","3","1","1","1",88454,"3",101,0,1,"1","3",4050.506193,"2","6","2","4",308.749796,8,89,"1",4005.79057344333
"665","5","2","2","1","1","1",51972,"2",66,0,2,"2","2",7814.604545,"2","5","2","4",316.8,19,22,"1",11513.2238035367
"666","4","3","3","2","2","1",54408,"2",79,0,4,"2","2",6314.579645,"2","4","2","3",288.329793,29,17,"1",6162.49530811
"667","3","2","2","2","2","1",23751,"1",82,1,7,"1","1",6386.278164,"2","5","2","4",586.921708,4,9,"1",6126.08375382417
"668","4","2","1","1","2","3",16450,"2",128,0,1,"1","3",4836.21886,"2","3","1","3",871.484565,6,81,"1",4711.19904710417
"669","4","1","2","1","2","1",50864,"2",83,1,4,"1","2",6478.801192,"2","1","1","1",158.362972,18,86,"1",6621.699824895
"670","2","2","3","2","1","1",74560,"3",110,0,2,"1","3",26199.5401416,"2","6","2","3",528,31,20,"1",15494.47507902
"671","1","3","4","1","1","1",53390,"2",64,0,5,"3","2",5133.414764,"2","5","2","3",278.999409,13,41,"1",5045.46103632833
"672","2","2","3","1","2","2",0,"2",86,0,8,"2","1",6032.737631,"2","6","2","4",412.8,4,56,"1",6176.3665641825
"673","5","2","3","1","1","1",33317,"2",72,1,3,"1","1",5643.724704,"2","5","2","1",345.6,18,31,"1",5574.4294991975
"674","2","3","5","2","1","1",68931,"2",66,0,7,"2","2",5332.462694,"2","5","2","3",309.577946,32,30,"2",5310.3508601025
"675","4","1","3","1","1","1",33124,"1",67,0,1,"1","2",2552.913868,"1","4","2","2",80.119997,35,7,"1",2539.251242945
"676","1","2","1","2","1","2",0,"3",112,0,3,"1","6",8007.399376,"2","6","2","4",537.6,12,93,"2",8026.83856206
"677","3","1","4","2","2","1",68516,"2",216,0,1,"2","5",8712.157741,"2","2","1","3",95.693949,17,0,"1",8311.64460437583
"678","4","2","1","2","1","2",0,"1",74,0,4,"1","2",5162.370678,"2","4","2","1",582.420512,33,92,"1",5106.34788234167
"679","4","2","4","1","1","2",0,"1",100,0,1,"1","3",3649.708655,"2","6","2","1",480,31,80,"1",3862.75132407417
"680","3","2","4","1","1","1",77350,"3",66,0,1,"4","2",2635.505781,"2","4","2","3",316.8,11,4,"1",2624.00360514167
"681","4","1","3","2","1","1",86641,"2",71,0,6,"4","1",5741.72743,"3","6","2","3",161.752532,17,79,"1",5691.84857067083
"682","4","1","3","1","1","1",72258,"2",105,0,4,"1","3",8414.942855,"2","5","2","3",12.497538,8,50,"1",8571.08203868333
"683","4","2","2","1","1","1",70737,"2",114,0,4,"4","3",9123.911266,"2","3","1","4",741.655597,25,12,"1",8946.89724753083
"684","5","2","3","1","2","2",0,"1",125,0,3,"1","3",9022.08313,"1","6","2","3",988.535078,7,99,"1",9265.12566539333
"685","5","1","5","2","2","1",57240,"2",83,0,7,"2","2",6696.903521,"2","3","1","2",83.652384,18,79,"1",6649.8291350825
"686","4","2","1","1","1","1",78441,"2",103,0,2,"2","3",12375.02163,"2","6","2","3",613.866905,6,73,"1",14977.8254722137
"687","1","3","3","2","1","2",0,"2",117,0,4,"3","3",8662.048958,"2","6","2","2",511.422666,0,65,"1",9284.75785781
"688","4","3","1","1","1","1",91423,"2",109,1,5,"1","3",8696.907111,"2","5","2","4",435.796252,3,71,"1",8631.45148506416
"689","4","3","2","1","1","1",86933,"2",63,0,1,"3","1",2535.266473,"1","3","1","1",269.563038,3,64,"1",2486.48797870333
"690","5","3","5","1","1","1",65255,"3",72,2,3,"1","2",5633.741543,"3","6","2","1",321.457124,3,65,"1",5644.02539913583
"691","5","1","3","2","1","1",72685,"2",68,5,1,"4","2",2572.452634,"2","6","2","3",14.464783,20,97,"1",2704.35386245667
"692","5","1","3","1","1","1",60184,"3",199,1,1,"2","5",7664.219255,"2","6","2","4",161.61574,7,44,"1",7538.50879779417
"693","5","2","1","1","1","1",74045,"1",64,0,1,"3","2",2509.268453,"2","6","2","4",307.2,23,83,"1",2553.09627524667
"694","2","3","3","1","2","1",78784,"2",80,0,1,"2","2",3199.824902,"2","6","2","1",239.964694,33,72,"1",3160.20450189167
